Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Belletristik;Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 138;Die »heute« -Nachrichten unterlegt mit »Burning down the house«.;Das hatte was.;Als der Frühling kam, saß ich am offenen Fenster und löffelte heiße Ravioli.;was;n;indefinite pronoun;;;;n;3;[['Das', 'PDS', 'die'], ['hatte', 'VAFIN', 'haben'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['»', 'NN', '<unknown>'], ['heute', 'ADV', 'heute'], ['«', 'ADJA', '<unknown>'], ['-Nachrichten', 'NN', '-Nachricht'], ['unterlegt', 'VVFIN', 'unterlegen'], ['mit', 'APPR', 'mit'], ['»', 'ADJA', '<unknown>'], ['Burning', 'ADJA', '<unknown>'], ['down', 'ADJA', '<unknown>'], ['the', 'FM', 'the'], ['house', 'FM', 'house'], ['«', 'NN', '<unknown>'], ['.', '$.', '.']];PIS;haben;NA;
Belletristik;Goosen, Frank: Liegen lernen, Frankfurt am Main: Eichborn AG 2000, S. 210;»Ja, aber was für welche.;Ich meine, schlabbern die schon um die Knie herum, oder was.;Ich meine, die Mutter ist einundvierzig, da läuft doch schon einiges aus dem Ruder. «;was;n;frozen expression;;;;n;11;[['Ich', 'PPER', 'ich'], ['meine', 'VVFIN', 'meinen'], [',', '$,', ','], ['schlabbern', 'VVFIN', 'schlabbern'], ['die', 'ART', 'die'], ['schon', 'ADV', 'schon'], ['um', 'APPR', 'um'], ['die', 'ART', 'die'], ['Knie', 'NE', 'Knie'], ['herum', 'PTKVZ', 'herum'], [',', '$,', ','], ['oder', 'KON', 'oder'], ['was', 'PWS', 'was'], ['.', '$.', '.']];[['»', 'ADJA', '<unknown>'], ['Ja', 'NN', 'Ja'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['was', 'PWS', 'was'], ['für', 'APPR', 'für'], ['welche', 'PIS', 'welche'], ['.', '$.', '.']];PWS;schlabbern;NA;
Belletristik;Koneffke, Jan: Paul Schatz im Uhrenkasten, Köln: DuMont Buchverlag 2000, S. 53;Tante Else einen Fuchspelz kaufen, Gott bewahre.;Tante Else eine messerscharfe Idee mitteilen, ach was.;Nie und nimmer konnte Doktor Schmidt sein heroisches Leben an Tante Elses ziegeniedrigen Launen abscheuern wollen.;was;n;interjection;;;;n;8;[['Tante', 'NN', 'Tante'], ['Else', 'NE', 'Else'], ['eine', 'ART', 'eine'], ['messerscharfe', 'ADJA', 'messerscharf'], ['Idee', 'NN', 'Idee'], ['mitteilen', 'VVFIN', 'mitteilen'], [',', '$,', ','], ['ach', 'ITJ', 'ach'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Tante', 'NN', 'Tante'], ['Else', 'NE', 'Else'], ['einen', 'ART', 'eine'], ['Fuchspelz', 'NN', 'Fuchspelz'], ['kaufen', 'VVFIN', 'kaufen'], [',', '$,', ','], ['Gott', 'NN', 'Gott'], ['bewahre', 'VVFIN', 'bewahren'], ['.', '$.', '.']];PIS;mitteilen;NA;
Belletristik;Schuh, Franz: Schreibkräfte, Köln: DuMont 2000, S. 41;Dann aber beginnen sie kalt, aus der Distanz zu kritisieren.;Dabei werden sie hoffärtig, der Statusunterschied wird zum Problem, sie fallen vom Dichter ab und halten sich selber für Gott weiß was.;Satan ist der von Gott abgefallene Engel.;was;n;frozen expression;;;;n;22;[['Dabei', 'PAV', 'dabei'], ['werden', 'VAFIN', 'werden'], ['sie', 'PPER', 'sie'], ['hoffärtig', 'ADJD', 'hoffärtig'], [',', '$,', ','], ['der', 'ART', 'die'], ['Statusunterschied', 'NN', '<unknown>'], ['wird', 'VAFIN', 'werden'], ['zum', 'APPRART', 'zu'], ['Problem', 'NN', 'Problem'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['fallen', 'VVFIN', 'fallen'], ['vom', 'APPRART', 'von'], ['Dichter', 'NN', 'Dichter'], ['ab', 'PTKVZ', 'ab'], ['und', 'KON', 'und'], ['halten', 'VVFIN', 'halten'], ['sich', 'PRF', 'sich'], ['selber', 'ADV', 'selber'], ['für', 'APPR', 'für'], ['Gott', 'NN', 'Gott'], ['weiß', 'VVFIN', 'wissen'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Dann', 'ADV', 'dann'], ['aber', 'ADV', 'aber'], ['beginnen', 'VVFIN', 'beginnen'], ['sie', 'PPER', 'sie'], ['kalt', 'ADJD', 'kalt'], [',', '$,', ','], ['aus', 'APPR', 'aus'], ['der', 'ART', 'die'], ['Distanz', 'NN', 'Distanz'], ['zu', 'PTKZU', 'zu'], ['kritisieren', 'VVINF', 'kritisieren'], ['.', '$.', '.']];PIS;wissen;NA;
Zeitung;Die Zeit, 05.01.2000, Nr. 2;In Peter Glotz fand sich ein Gründungsrektor mit respektabler wissenschaftspolitischer Erfahrung.;Die Gründung des Berliner Wissenschaftskollegs, die ausgezeichneten Berufungen, die ihm in Berlin gelangen - wenn er will, dann kann Peter Glotz auch was.;Aber dem notorischen Nestflüchter und unasketischen Freunde guten Lebens bot Erfurt wohl mehr Steine als Brot - vorzeitig ging er von der Fahne.;was;n;indefinite pronoun;;;;n;23;[['Die', 'ART', 'die'], ['Gründung', 'NN', 'Gründung'], ['des', 'ART', 'die'], ['Berliner', 'ADJA', 'Berliner'], ['Wissenschaftskollegs', 'NN', 'Wissenschaftskolleg'], [',', '$,', ','], ['die', 'ART', 'die'], ['ausgezeichneten', 'ADJA', 'ausgezeichnet'], ['Berufungen', 'NN', 'Berufung'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['ihm', 'PPER', 'er'], ['in', 'APPR', 'in'], ['Berlin', 'NE', 'Berlin'], ['gelangen', 'VVINF', 'gelangen'], ['-', '$(', '-'], ['wenn', 'KOUS', 'wenn'], ['er', 'PPER', 'er'], ['will', 'VMFIN', 'wollen'], [',', '$,', ','], ['dann', 'ADV', 'dann'], ['kann', 'VMFIN', 'können'], ['Peter', 'NE', 'Peter'], ['Glotz', 'NE', 'Glotz'], ['auch', 'ADV', 'auch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['In', 'APPR', 'in'], ['Peter', 'NE', 'Peter'], ['Glotz', 'NE', 'Glotz'], ['fand', 'VVFIN', 'finden'], ['sich', 'PRF', 'sich'], ['ein', 'ART', 'eine'], ['Gründungsrektor', 'NN', 'Gründungsrektor'], ['mit', 'APPR', 'mit'], ['respektabler', 'ADJA', 'respektabel'], ['wissenschaftspolitischer', 'ADJA', 'wissenschaftspolitisch'], ['Erfahrung', 'NN', 'Erfahrung'], ['.', '$.', '.']];PIS;können;NA;
Zeitung;Die Zeit, 20.01.2000, Nr. 4;Wenig gesellige Tiere allesamt und doch bei Lisbeth im Hinterhof zugange.;Ein Wunder der Natur, eine königliche Arche Noah? Ach was.;"Das ""wertvollste Biotop der britischen Hauptstadt"", wie die Naturhistorische Gesellschaft jubelt, ist ein hermetisch abgeriegeltes Areal und dämmert bis auf ein paar sommerliche Familienfeten hinter hohen Mauern ziemlich vor sich hin, was im Klartext heißt:";was;n;interjection;;;;n;10;[['Ein', 'ART', 'eine'], ['Wunder', 'NN', 'Wunder'], ['der', 'ART', 'die'], ['Natur', 'NN', 'Natur'], [',', '$,', ','], ['eine', 'ART', 'eine'], ['königliche', 'ADJA', 'königlich'], ['Arche', 'NN', 'Arche'], ['Noah', 'NE', 'Noah'], ['?', '$.', '?'], ['Ach', 'ITJ', 'ach'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Wenig', 'PIAT', 'wenige'], ['gesellige', 'ADJA', 'gesellig'], ['Tiere', 'NN', 'Tier'], ['allesamt', 'ADV', 'allesamt'], ['und', 'KON', 'und'], ['doch', 'ADV', 'doch'], ['bei', 'APPR', 'bei'], ['Lisbeth', 'NE', 'Lisbeth'], ['im', 'APPRART', 'in'], ['Hinterhof', 'NN', 'Hinterhof'], ['zugange', 'VVFIN', '<unknown>'], ['.', '$.', '.']];PIS;<unknown>;NA;
Zeitung;Die Zeit, 27.01.2000, Nr. 5;Auch wenn sein Aussehen erst einmal stark enttäuschte.;Aber als er auf mein geöltes Eichenparkett schoss, ganz Topagent, das hatte was.;Ich kam ja gar nicht dazu, ihm ein Essen zu bereiten, gefüllten Saumagen vielleicht.;was;n;indefinite pronoun;;;;n;13;[['Aber', 'KON', 'aber'], ['als', 'KOUS', 'als'], ['er', 'PPER', 'er'], ['auf', 'APPR', 'auf'], ['mein', 'PPOSAT', 'mein'], ['geöltes', 'ADJA', 'geölt'], ['Eichenparkett', 'NN', 'Eichenparkett'], ['schoss', 'VVFIN', 'schießen'], [',', '$,', ','], ['ganz', 'ADV', 'ganz'], ['Topagent', 'NN', '<unknown>'], [',', '$,', ','], ['das', 'PDS', 'die'], ['hatte', 'VAFIN', 'haben'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Auch', 'ADV', 'auch'], ['wenn', 'KOUS', 'wenn'], ['sein', 'PPOSAT', 'sein'], ['Aussehen', 'NN', 'Aussehen'], ['erst', 'ADV', 'erst'], ['einmal', 'ADV', 'einmal'], ['stark', 'ADJD', 'stark'], ['enttäuschte', 'VVFIN', 'enttäuschen'], ['.', '$.', '.']];PIS;haben;NA;
Zeitung;Die Zeit, 03.02.2000, Nr. 6;Achtstundentag?;Da fehlt doch noch was.;Ich bedauere es sehr, dass er starb, bevor ich Ministerpräsidentin wurde, denn sein Credo war: Fleiß bringt dich nach oben.;was;n;indefinite pronoun;;;;n;5;[['Da', 'ADV', 'da'], ['fehlt', 'VVFIN', 'fehlen'], ['doch', 'ADV', 'doch'], ['noch', 'ADV', 'noch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Achtstundentag', 'NN', 'Achtstundentag'], ['?', '$.', '?']];PIS;fehlen;NA;
Zeitung;Die Zeit, 17.02.2000, Nr. 8;"""Es geht mir nicht um Belehrungen, aber vielleicht um kleine Wahrnehmungsverschiebungen.";So ein paar Zentimeter wären schon was.;So wie sich bei mir vor vielen Jahren die Wahrnehmung verschoben hat, nachdem ich die Brüder Karamasow gelesen habe.;was;n;indefinite pronoun;;;;n;7;[['So', 'ADV', 'so'], ['ein', 'ART', 'eine'], ['paar', 'PIAT', 'paar'], ['Zentimeter', 'NN', 'Zentimeter'], ['wären', 'VAFIN', 'sein'], ['schon', 'ADV', 'schon'], ['was', 'PIS', 'was'], ['.', '$.', '.']];"[['""', '$(', '""'], ['Es', 'PPER', 'es'], ['geht', 'VVFIN', 'gehen'], ['mir', 'PPER', 'ich'], ['nicht', 'PTKNEG', 'nicht'], ['um', 'APPR', 'um'], ['Belehrungen', 'NN', 'Belehrung'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['vielleicht', 'ADV', 'vielleicht'], ['um', 'APPR', 'um'], ['kleine', 'ADJA', 'klein'], ['Wahrnehmungsverschiebungen', 'NN', '<unknown>'], ['.', '$.', '.']]";PIS;sein;NA;
Zeitung;Die Zeit, 17.02.2000, Nr. 8;Schreiben zu können ist ein Geschenk, das er nutzen muss.;Wenn er mit einem Buch (für den Aufziehvogel brauchte er vier Jahre) nicht weiterkommt, schreibt er ein Essay wie den über die langweiligste Stadt der Welt, Hamburg, oder er übersetzt ein bisschen was.;"""Wenn ich nicht am Computer sitze, versuche ich, nicht zu denken.";was;n;indefinite pronoun;;;;n;33;[['Wenn', 'KOUS', 'wenn'], ['er', 'PPER', 'er'], ['mit', 'APPR', 'mit'], ['einem', 'ART', 'eine'], ['Buch', 'NN', 'Buch'], ['(', '$(', '('], ['für', 'APPR', 'für'], ['den', 'ART', 'die'], ['Aufziehvogel', 'NN', '<unknown>'], ['brauchte', 'VVFIN', 'brauchen'], ['er', 'PPER', 'er'], ['vier', 'CARD', 'vier'], ['Jahre', 'NN', 'Jahr'], [')', '$(', ')'], ['nicht', 'PTKNEG', 'nicht'], ['weiterkommt', 'VVFIN', 'weiterkommen'], [',', '$,', ','], ['schreibt', 'VVFIN', 'schreiben'], ['er', 'PPER', 'er'], ['ein', 'ART', 'eine'], ['Essay', 'NN', 'Essay'], ['wie', 'KOKOM', 'wie'], ['den', 'ART', 'die'], ['über', 'APPR', 'über'], ['die', 'ART', 'die'], ['langweiligste', 'ADJA', 'langweilig'], ['Stadt', 'NN', 'Stadt'], ['der', 'ART', 'die'], ['Welt', 'NN', 'Welt'], [',', '$,', ','], ['Hamburg', 'NE', 'Hamburg'], [',', '$,', ','], ['oder', 'KON', 'oder'], ['er', 'PPER', 'er'], ['übersetzt', 'VVFIN', 'übersetzen'], ['ein', 'ART', 'eine'], ['bisschen', 'PIAT', 'bisschen'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Schreiben', 'VVINF', 'schreiben'], ['zu', 'PTKZU', 'zu'], ['können', 'VMINF', 'können'], ['ist', 'VAFIN', 'sein'], ['ein', 'ART', 'eine'], ['Geschenk', 'NN', 'Geschenk'], [',', '$,', ','], ['das', 'PRELS', 'die'], ['er', 'PPER', 'er'], ['nutzen', 'VVINF', 'nutzen'], ['muss', 'VMFIN', 'müssen'], ['.', '$.', '.']];PIS;übersetzen;NA;
Zeitung;Die Zeit, 17.02.2000, Nr. 8;Aber er sagt nicht:;Befreiung von was.;Das wäre wohl zu viel der Nähe.;was;n;elision;;;;n;3;[['Befreiung', 'NN', 'Befreiung'], ['von', 'APPR', 'von'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Aber', 'KON', 'aber'], ['er', 'PPER', 'er'], ['sagt', 'VVFIN', 'sagen'], ['nicht', 'PTKNEG', 'nicht'], [':', '$.', ':']];PIS;sagen;NA;
Zeitung;Die Zeit, 24.02.2000, Nr. 9;Grit Boettcher, übrigens eine Duzfreundin von uns, hat, wie auch Johanna von Koczian, immer gesagt:;Wenn ihr mal nicht an der Bühnentür steht, dann fehlt mir was.;Wir müssen ohne Einbildung sagen, bei manchen Künstlern konnte man das Gefühl bekommen, schon bei der ersten Begegnung, dass da eine Seelenverwandschaft besteht.;was;n;indefinite pronoun;;;;n;12;[['Wenn', 'KOUS', 'wenn'], ['ihr', 'PPER', 'ihr'], ['mal', 'ADV', 'mal'], ['nicht', 'PTKNEG', 'nicht'], ['an', 'APPR', 'an'], ['der', 'ART', 'die'], ['Bühnentür', 'NN', '<unknown>'], ['steht', 'VVFIN', 'stehen'], [',', '$,', ','], ['dann', 'ADV', 'dann'], ['fehlt', 'VVFIN', 'fehlen'], ['mir', 'PPER', 'ich'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Grit', 'NE', 'Grit'], ['Boettcher', 'NE', '<unknown>'], [',', '$,', ','], ['übrigens', 'ADV', 'übrigens'], ['eine', 'ART', 'eine'], ['Duzfreundin', 'NN', '<unknown>'], ['von', 'APPR', 'von'], ['uns', 'PPER', 'wir'], [',', '$,', ','], ['hat', 'VAFIN', 'haben'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['auch', 'ADV', 'auch'], ['Johanna', 'NE', 'Johanna'], ['von', 'APPR', 'von'], ['Koczian', 'NE', '<unknown>'], [',', '$,', ','], ['immer', 'ADV', 'immer'], ['gesagt', 'VVPP', 'sagen'], [':', '$.', ':']];PIS;fehlen;NA;
Zeitung;Die Zeit, 24.02.2000, Nr. 9;Wir müssen so schnell wie möglich Standards ausarbeiten, die Musik im Netz markieren.;"Ihre Maschine macht dann ""ping"" und sagt Ihnen: Wenn Sie dieses Foto oder jene Musik haben wollen, kostet das was.";Und Sie zücken Ihre Cyber-Brieftasche und zahlen elektronisch einen Pfennig oder eine Mark.;was;n;indefinite pronoun;;;;n;20;"[['Ihre', 'PPOSAT', 'ihr'], ['Maschine', 'NN', 'Maschine'], ['macht', 'VVFIN', 'machen'], ['dann', 'ADV', 'dann'], ['""', '$(', '""'], ['ping', 'ADJD', '<unknown>'], ['""', '$(', '""'], ['und', 'KON', 'und'], ['sagt', 'VVFIN', 'sagen'], ['Ihnen', 'PPER', 'Sie'], [':', '$.', ':'], ['Wenn', 'KOUS', 'wenn'], ['Sie', 'PPER', 'Sie'], ['dieses', 'PDAT', 'dies'], ['Foto', 'NN', 'Foto'], ['oder', 'KON', 'oder'], ['jene', 'PDAT', 'jen'], ['Musik', 'NN', 'Musik'], ['haben', 'VAINF', 'haben'], ['wollen', 'VMFIN', 'wollen'], [',', '$,', ','], ['kostet', 'VVFIN', 'kosten'], ['das', 'ART', 'die'], ['was', 'PIS', 'was'], ['.', '$.', '.']]";[['Wir', 'PPER', 'wir'], ['müssen', 'VMFIN', 'müssen'], ['so', 'ADV', 'so'], ['schnell', 'ADJD', 'schnell'], ['wie', 'KOKOM', 'wie'], ['möglich', 'ADJD', 'möglich'], ['Standards', 'NN', 'Standard'], ['ausarbeiten', 'VVINF', 'ausarbeiten'], [',', '$,', ','], ['die', 'ART', 'die'], ['Musik', 'NN', 'Musik'], ['im', 'APPRART', 'in'], ['Netz', 'NN', 'Netz'], ['markieren', 'VVFIN', 'markieren'], ['.', '$.', '.']];PIS;kosten;NA;
Zeitung;Die Zeit, 24.02.2000, Nr. 9;Kein Patent auf Leben?;Ach was.;Beamte fordern Großbuchstaben.;was;n;interjection;;;;n;2;[['Ach', 'ITJ', 'ach'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Kein', 'PIAT', 'keine'], ['Patent', 'NN', 'Patent'], ['auf', 'APPR', 'auf'], ['Leben', 'NN', 'Leben'], ['?', '$.', '?']];PIS;<none>;NA;
Zeitung;Die Zeit, 09.03.2000, Nr. 11;Virtuelle Begegnungen?;Ach, was.;»Sieh dich mal genauer um unter den Arkaden«, sagt Mayla.;was;n;interjection;;;;n;2;[['Ach', 'ITJ', 'ach'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Virtuelle', 'ADJA', 'virtuell'], ['Begegnungen', 'NN', 'Begegnung'], ['?', '$.', '?']];PRELS;<none>;NA;
Zeitung;Die Zeit, 06.04.2000, Nr. 15;Das war die erste Lok mit einer ganz neuen Technik.;Das war schon was.;Haben Sie beide je brenzlige Situationen erlebt?;was;n;indefinite pronoun;;;;n;4;[['Das', 'PDS', 'die'], ['war', 'VAFIN', 'sein'], ['schon', 'ADV', 'schon'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Das', 'PDS', 'die'], ['war', 'VAFIN', 'sein'], ['die', 'ART', 'die'], ['erste', 'ADJA', 'erst'], ['Lok', 'NN', 'Lok'], ['mit', 'APPR', 'mit'], ['einer', 'ART', 'eine'], ['ganz', 'ADV', 'ganz'], ['neuen', 'ADJA', 'neu'], ['Technik', 'NN', 'Technik'], ['.', '$.', '.']];PIS;sein;NA;
Zeitung;Die Zeit, 06.04.2000, Nr. 15;Was ihn von vielen anderen Schlaubergern unterscheidet:;Krause tut was.;Seine wohl wichtigste Idee war, seine Kenntnisse über die Leistungssteigerung von Motoren ausgerechnet auf unsportliche Wohnmobile anzuwenden.;was;n;indefinite pronoun;;;;n;3;[['Krause', 'NE', 'Krause'], ['tut', 'VVFIN', 'tun'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Was', 'PWS', 'was'], ['ihn', 'PPER', 'er'], ['von', 'APPR', 'von'], ['vielen', 'PIAT', 'viele'], ['anderen', 'PIS', 'andere'], ['Schlaubergern', 'NN', '<unknown>'], ['unterscheidet', 'VVFIN', 'unterscheiden'], [':', '$.', ':']];PIS;tun;NA;
Zeitung;Die Zeit, 13.04.2000, Nr. 16;Alle Achtung.;Aus dem Jungen wird noch mal was.;Magnolia ist hochgradig prätentiös.;was;n;indefinite pronoun;;;;n;7;[['Aus', 'APPR', 'aus'], ['dem', 'ART', 'die'], ['Jungen', 'NN', 'Junge'], ['wird', 'VAFIN', 'werden'], ['noch', 'ADV', 'noch'], ['mal', 'ADV', 'mal'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Alle', 'PIAT', 'alle'], ['Achtung', 'NN', 'Achtung'], ['.', '$.', '.']];PIS;werden;NA;
Zeitung;Die Zeit, 20.04.2000, Nr. 17;Mut?;Ach was.;In Tutzing ist Maxim Biller seinem selbst verfertigten Image als Kraft- und Hassmeier des Literaturbetriebes auf den Leim gekrochen.;was;n;interjection;;;;n;2;[['Ach', 'ITJ', 'ach'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Mut', 'NN', 'Mut'], ['?', '$.', '?']];PIS;<none>;NA;
Zeitung;Die Zeit, 20.04.2000, Nr. 17;Weil das Geld nicht ordnungsgemäß verbucht wurde, steht ein weiterer Verstoß gegen das Parteiengesetz fest.;Das ist doch schon was.;Ansonsten dümpelt der Ausschuss vor sich hin.;was;n;indefinite pronoun;;;;n;5;[['Das', 'PDS', 'die'], ['ist', 'VAFIN', 'sein'], ['doch', 'ADV', 'doch'], ['schon', 'ADV', 'schon'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Weil', 'KOUS', 'weil'], ['das', 'ART', 'die'], ['Geld', 'NN', 'Geld'], ['nicht', 'PTKNEG', 'nicht'], ['ordnungsgemäß', 'ADJD', 'ordnungsgemäß'], ['verbucht', 'VVPP', 'verbuchen'], ['wurde', 'VAFIN', 'werden'], [',', '$,', ','], ['steht', 'VVFIN', 'stehen'], ['ein', 'ART', 'eine'], ['weiterer', 'ADJA', 'weit'], ['Verstoß', 'NN', 'Verstoß'], ['gegen', 'APPR', 'gegen'], ['das', 'ART', 'die'], ['Parteiengesetz', 'NN', 'Parteiengesetz'], ['fest', 'PTKVZ', 'fest'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Pressler, Mirjam: Malka Mai, Weinheim Basel: Beltz & Gelberg 2001, S. 15;Hanna schaute sie an.;Sie wollte etwas sagen, wusste aber nicht, was.;Die Entscheidung wurde ihr abgenommen.;was;y;;wissen;-1;m;y, nicht;8;[['Sie', 'PPER', 'Sie'], ['wollte', 'VMFIN', 'wollen'], ['etwas', 'PIS', 'etwas'], ['sagen', 'VVINF', 'sagen'], [',', '$,', ','], ['wusste', 'VVFIN', 'wissen'], ['aber', 'ADV', 'aber'], ['nicht', 'PTKNEG', 'nicht'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Hanna', 'NE', 'Hanna'], ['schaute', 'VVFIN', 'schauen'], ['sie', 'PPER', 'sie'], ['an', 'PTKVZ', 'an'], ['.', '$.', '.']];PRELS;wissen;y;
Belletristik;Regener, Sven: Herr Lehmann, Frankfurt am Main: Eichborn AG 2006 [2001], S. 58;Nix!;Aber alle glauben, es gibt so was.;Und keiner denkt darüber nach.;was;n;indefinite pronoun;;;;n;7;[['Aber', 'KON', 'aber'], ['alle', 'PIS', 'alle'], ['glauben', 'VVFIN', 'glauben'], [',', '$,', ','], ['es', 'PPER', 'es'], ['gibt', 'VVFIN', 'geben'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Nix', 'NN', 'Nix'], ['!', '$.', '!']];PIS;geben;NA;
Belletristik;Regener, Sven: Herr Lehmann, Frankfurt am Main: Eichborn AG 2006 [2001], S. 60;Die ganze Stadt ist voller Kneipen, warum denn?;Es gibt mehr Kneipen als Kirchen oder Galerien oder Konzerthäuser oder Clubs oder Discos oder was weiß ich was.;Die Leute mögen das, sie gehen gerne in Kneipen.;was;n;frozen expression;;;;n;19;[['Es', 'PPER', 'es'], ['gibt', 'VVFIN', 'geben'], ['mehr', 'PIAT', 'mehr'], ['Kneipen', 'NN', 'Kneipe'], ['als', 'KOKOM', 'als'], ['Kirchen', 'NN', 'Kirche'], ['oder', 'KON', 'oder'], ['Galerien', 'NN', 'Galerie'], ['oder', 'KON', 'oder'], ['Konzerthäuser', 'NN', 'Konzerthaus'], ['oder', 'KON', 'oder'], ['Clubs', 'NN', 'Club'], ['oder', 'KON', 'oder'], ['Discos', 'NN', 'Disco'], ['oder', 'KON', 'oder'], ['was', 'PIS', 'was'], ['weiß', 'VVFIN', 'wissen'], ['ich', 'PPER', 'ich'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['ganze', 'ADJA', 'ganz'], ['Stadt', 'NN', 'Stadt'], ['ist', 'VAFIN', 'sein'], ['voller', 'ADJA', 'voll'], ['Kneipen', 'NN', 'Kneipe'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['denn', 'ADV', 'denn'], ['?', '$.', '?']];PIS;wissen;NA;
